episode_hash,operator,decision,score,reason,flags,trim_start,trim_end,n_frames,act_span,progress_dip,cluster,outlier_p,ax_poor_image,ax_jittery,ax_unsteady_camera,ax_hesitant,ax_incomplete
692ea23dc621d7f4aac3aaa0,690366b20e94ce070afd1e8a,drop,0.8937,too_short,,,,50,0.9796,,,,-1.4923,-1.3956,0.6863,-0.2938,-2.3166
692ead1cffdc0ca6345c4362,6846f7cf9cdf020d4a37a294,drop,0.6964,frame_count_mismatch,,,,160,0.9937,,,,-1.2932,-1.0683,-0.3114,-0.1426,-0.8787
692eddda4cbe80983737fe09,690366b20e94ce070afd1e8a,drop,0.6008,too_short,,,,55,0.9815,,,,-0.1901,-1.4917,0.9340,-0.2938,-2.3228
692ea8a096d2056439f01881,6903b590466be157ec64580a,drop,0.4571,frame_count_mismatch,,,,73,0.9861,,,,-0.6054,-0.7909,-0.5905,-0.2128,-0.3024
692eff74952b26f4cc71a700,68bdae5d259c8771eea61c1b,drop,0.4518,frame_count_mismatch,,,,174,0.9711,,,,-0.7012,-0.7561,-0.6739,-0.0469,-0.2559
692e98937641010d04354577,690cb8f69adc5c8f26f64201,drop,0.3884,too_short,,,,7,0.8333,,,,0.5128,-1.8072,-0.3628,0.0000,-0.4141
692e9828ea43f09edf26f445,6871e269bc1991b1a1e463ba,drop,0.2919,frame_count_mismatch,,,,196,0.9949,,,,-0.1088,-0.9198,-0.7256,0.5524,-0.3274
692eeefcef7557106e6c4c59,68bc72d1fcdaacc405e3db53,drop,0.2265,mostly_dead_time,,,,107,0.1887,,,,-0.3634,-1.2568,0.1510,0.8193,-0.1255
692ea97eea43f09edf26f60f,6903686e0e94ce070afd1f24,drop,0.1764,frame_count_mismatch,,,,104,0.9903,0.3900,,,0.4411,0.4823,-0.1291,0.0000,-0.6346
692eedac4cbe80983737ff81,670be6761e62a52f6a35360d,drop,0.1685,frame_count_mismatch,,,,357,0.9494,,,,-0.0178,-0.1093,-0.7402,-0.1806,-0.0678
692e9b3b68bf0a1f46230456,6871e269bc1991b1a1e463ba,drop,0.1500,frame_count_mismatch,,,,171,0.9941,,,,-0.0021,-0.2353,-0.4431,0.0000,-0.2511
692ea8142fa9ba56c08f81a1,69070e0b9adc5c8f26f55b5a,drop,0.0881,frame_count_mismatch,,,,93,0.9674,,,,0.1288,-0.4068,0.5768,0.0000,-0.7762
692eaee739719ab57395b996,6903bd580e94ce070afd33cd,drop,0.0332,frame_count_mismatch,,,,196,0.7949,,,,-0.4795,-0.4633,0.0754,0.4950,0.6115
692ea5b5dbc4294a49cc7266,690362600e94ce070afd1d30,drop,0.0329,frame_count_mismatch,,,,198,0.9949,,,,-0.4553,-0.0631,0.4112,0.6088,-0.4726
692eaae1c609aae267b279ba,69070e0b9adc5c8f26f55b5a,drop,0.0321,frame_count_mismatch,hesitant,,,142,0.9858,,,,0.7554,-0.5644,0.4855,1.0091,-2.0054
692e96d7f169106feb26acb5,6871e269bc1991b1a1e463ba,drop,0.0180,frame_count_mismatch,hesitant,,,212,0.9953,,,,0.0060,-0.5363,0.0803,1.0210,-0.4322
692ea92b99488ff84776f98c,69070e0b9adc5c8f26f55b5a,drop,-0.0038,frame_count_mismatch,,,,188,0.9947,,,,0.1836,-0.1153,-0.2745,0.0000,0.1989
692eab64d3d807884d4dd7d9,69070e0b9adc5c8f26f55b5a,drop,-0.0059,frame_count_mismatch,,,,159,0.9937,,,,0.5778,-0.3566,-0.2023,0.9005,-0.9886
692ef720b07e0e30ff1132f6,6904b8d0466be157ec648ef1,drop,-0.0294,frame_count_mismatch,,,,192,0.9948,0.2105,,,0.2025,0.6387,-0.0875,0.0000,-0.5468
692ea1f0b0d3d3c9d260699a,6903686e0e94ce070afd1f24,drop,-0.0321,frame_count_mismatch,,,,125,0.9839,,,,0.0151,0.0444,0.1057,0.0000,0.0300
692e9732e2322e3b092b5c83,6904b8d0466be157ec648ef1,drop,-0.0322,frame_count_mismatch,unsteady_camera,,,173,0.9942,,,,-0.7826,-0.6759,2.3532,0.0000,0.0602
692f19fd5cec8e06f0b2dc48,69070e0b9adc5c8f26f55b5a,drop,-0.0945,frame_count_mismatch,,,,95,0.8830,,,,0.0788,0.2142,-0.0440,0.0000,0.2663
692ea2c6dfa41139877769b4,6904b8d0466be157ec648ef1,drop,-0.1034,frame_count_mismatch,,,,229,0.9912,,,,-0.4083,0.5361,0.0200,0.5855,-0.0736
692e9f65727c13b350cb7bbc,69150bf42756853dcad943f2,drop,-0.1169,no_visible_change,,,,153,0.9605,0.0000,,,-0.4832,0.1562,0.4743,0.0000,0.3251
692eaa59a0e165ab2e42e516,690362600e94ce070afd1d30,drop,-0.1216,frame_count_mismatch,,,,135,0.9328,,,,0.1776,0.6166,-0.2810,-0.2687,0.2095
692e9afcffdc0ca6345c4189,6904b8d0466be157ec648ef1,drop,-0.1232,frame_count_mismatch,,,,142,0.8440,,,,0.1373,0.2315,0.1018,0.2720,-0.0648
692e94feaf371a654ce7fbe6,6871e269bc1991b1a1e463ba,drop,-0.1533,frame_count_mismatch,,,,185,0.9674,,,,0.7240,-0.7302,0.2380,0.6654,0.1792
692eaa657641010d04354739,69070e0b9adc5c8f26f55b5a,drop,-0.1762,frame_count_mismatch,,,,107,0.9906,,,,0.0480,0.3348,0.3900,0.6711,-0.4022
692ea25ad52427f961fa14da,6871e269bc1991b1a1e463ba,drop,-0.1912,frame_count_mismatch,,,,199,0.9949,0.1964,,,0.1392,0.9482,-0.1886,0.0000,0.5686
692eb0d2854d0e0793875cb9,68bc72d1fcdaacc405e3db53,drop,-0.1997,no_visible_change,,,,152,0.6755,0.0000,,,-1.0256,0.9314,-0.4024,0.2404,0.3060
692eae56c621d7f4aac3abdf,6846f7cf9cdf020d4a37a294,drop,-0.2080,no_visible_change,,,,197,0.9949,0.0110,,,0.9632,-0.4564,0.0993,-0.2490,0.0678
692edf7a4215b056bf36e76a,690362600e94ce070afd1d30,drop,-0.2182,no_visible_change,,,,324,0.9907,0.0030,,,0.3275,0.2530,0.4525,0.0919,-0.1090
692e9b2baf371a654ce7fc87,6903bd580e94ce070afd33cd,drop,-0.2320,no_visible_change,,,,152,0.8742,0.0000,,,0.2366,-0.4619,-0.1581,-0.5342,0.4185
692eaf7868228e362d909164,6903bd580e94ce070afd33cd,drop,-0.2358,frame_count_mismatch,hesitant,,,145,0.9861,,,,0.1128,-0.2114,0.4565,1.5773,-0.2356
692e994c74b24813e7597411,69150bf42756853dcad943f2,drop,-0.2385,frame_count_mismatch,,,,103,0.9902,,,,0.7381,0.1532,-0.2272,0.8634,-0.3034
692ead1bffdc0ca6345c435f,6846f7cf9cdf020d4a37a294,drop,-0.2447,no_visible_change,,,,182,0.9945,0.0000,,,-0.6911,0.8100,0.2422,-0.2111,-0.0133
692ea6cf99488ff84776f945,69070e0b9adc5c8f26f55b5a,drop,-0.2492,no_visible_change,hesitant,,,127,0.9683,0.0000,,,-0.2799,-0.9016,-0.4710,1.1292,0.1458
692f04b55cec8e06f0b2dbc9,69070e0b9adc5c8f26f55b5a,drop,-0.2572,no_visible_change,,,,194,0.9948,0.0000,,,0.2656,-0.2118,-0.0397,0.3686,0.6633
692ea7f7f169106feb26aee7,6903686e0e94ce070afd1f24,drop,-0.2782,no_visible_change,,,,125,0.9919,0.0000,,,0.2795,-0.3777,-0.1356,0.6233,0.4121
692eac0a96d2056439f01908,6871d82a1aaf88556f0c6041,drop,-0.2825,no_visible_change,,,,98,0.9897,0.0000,,,0.4133,-0.0256,-0.3072,0.0000,-0.4049
692e9d3fa0e165ab2e42e3d2,6903686e0e94ce070afd1f24,drop,-0.3080,frame_count_mismatch,jittery,,,126,0.9920,,,,0.0858,1.5158,-0.1233,0.0000,-0.1231
692ea7f4f169106feb26aed1,6903686e0e94ce070afd1f24,drop,-0.3249,no_visible_change,,,,114,0.9558,0.0000,,,0.2145,0.0402,-0.2478,0.0000,0.5297
692f0723ef7557106e6c4e08,6846f7cf9cdf020d4a37a294,drop,-0.3328,no_visible_change,,,,220,0.9954,0.0000,,,-0.7619,0.0613,0.1070,-0.0689,-0.1809
692ea6fb4e86f0c01a207229,6903bd580e94ce070afd33cd,drop,-0.3389,no_visible_change,,,,211,0.9857,0.0000,,,-0.0643,0.2903,0.1515,0.8561,-0.2415
692eeeaf0ba268eb16564a8a,69150bf42756853dcad943f2,drop,-0.3418,mostly_dead_time,incomplete,,,164,0.3374,,,,0.8250,-0.4932,-0.3490,0.0000,2.2439
692ea0efad0c9ef057d41c9c,68bc72d1fcdaacc405e3db53,drop,-0.3470,frame_count_mismatch,,,,200,0.6281,,,,0.0892,0.3759,0.5198,0.6642,0.5474
692ea30840338017b7f998e8,6903686e0e94ce070afd1f24,drop,-0.3689,no_visible_change,,,,107,0.9528,0.0157,,,0.6557,-0.1383,-0.1807,0.0000,0.5761
692ef6389ca48e15a25b2a89,69150bf42756853dcad943f2,drop,-0.3824,frame_count_mismatch,,,,116,0.7652,,,,-0.0778,0.9435,0.4646,0.0000,0.9139
692eb29fffdc0ca6345c43d7,69070e0b9adc5c8f26f55b5a,drop,-0.4166,mostly_dead_time,hesitant,,,162,0.0124,,,,0.4832,-0.0849,0.5511,1.7674,0.0000
692ed7b14cbe80983737fdd4,6903b590466be157ec64580a,drop,-0.4228,frame_count_mismatch,hesitant+incomplete,,,218,0.4931,,,,-0.0895,-0.0608,-0.6748,1.3963,2.4631
692ea40297ffd8ec9034014e,6903686e0e94ce070afd1f24,drop,-0.4403,no_visible_change,unsteady_camera,,,101,0.9300,0.0000,,,0.1643,-0.3506,1.2191,0.0000,0.5218
692e9d6799488ff84776f85c,6871d82a1aaf88556f0c6041,drop,-0.4527,frame_count_mismatch,poor_image,,,93,0.9891,,,,1.5110,0.6162,0.0927,0.0000,-0.1149
692eb066d52427f961fa1667,690366b20e94ce070afd1e8a,drop,-0.4553,frame_count_mismatch,hesitant,,,226,0.7556,,,,0.2459,0.8412,0.6189,1.3321,-0.3943
692eb1323b319da763b71c06,6903686e0e94ce070afd1f24,drop,-0.4882,no_visible_change,hesitant,,,118,0.9402,0.0000,,,-0.1854,0.1863,-0.1953,1.4539,0.5237
692ef4c89ca48e15a25b2a5c,690cb8f69adc5c8f26f64201,drop,-0.4908,no_visible_change,,,,208,0.9952,0.0144,,,0.5882,0.9830,-0.1308,0.3680,-0.0597
692ea9f15aae241ad236edbb,6903b590466be157ec64580a,drop,-0.5580,frame_count_mismatch,jittery+hesitant,,,236,0.9957,,,,-0.1385,1.7503,-0.3998,1.5814,0.3067
692eaa172fa9ba56c08f81bb,69150bf42756853dcad943f2,drop,-0.5717,no_visible_change,,,,162,0.8075,0.0000,,,0.2731,0.5044,0.0596,0.5470,0.8287
692eac0a92a31767e35da3a4,6846f7cf9cdf020d4a37a294,drop,-0.5728,frame_count_mismatch,incomplete,,,212,0.4739,,,,0.2764,0.8063,0.5598,-0.4939,2.3199
692ea5c7d3d807884d4dd762,68bc72d1fcdaacc405e3db53,drop,-0.5973,no_visible_change,jittery+unsteady_camera+hesitant,,,343,0.8947,0.0199,,,-0.6783,1.5132,1.0710,1.4507,-0.6527
692edf503f0f0a8706d6ba47,69036806466be157ec64477f,drop,-0.6049,no_visible_change,,,,237,0.4788,0.0059,,,-0.0046,0.3609,-0.5163,0.3205,0.6261
692eaea740338017b7f999f9,6903686e0e94ce070afd1f24,drop,-0.6458,no_visible_change,poor_image,,,116,0.9478,0.0033,,,1.3803,0.3804,0.5715,0.0000,-0.2002
692eb3045aae241ad236ee91,6846f7cf9cdf020d4a37a294,drop,-0.6711,no_visible_change,poor_image+jittery,,,217,0.9954,0.0136,,,1.1292,2.2763,0.1051,-0.0839,-0.5489
692eab66567c97525f401549,690362600e94ce070afd1d30,drop,-0.6778,mostly_dead_time,hesitant,,,321,0.1281,,,,0.6430,0.4846,0.6829,1.3712,0.9988
692ea69eaec602a46af105ac,6903686e0e94ce070afd1f24,drop,-0.7333,no_visible_change,,,,106,0.9905,0.0120,,,0.6773,0.4410,0.1432,0.7361,0.3517
692e94ffaf371a654ce7fbf3,6871e269bc1991b1a1e463ba,drop,-0.8070,no_visible_change,hesitant,,,206,0.9951,0.0000,,,-0.1728,0.8924,0.0802,2.2986,0.5767
692eb0819cebf0ec017ddddb,69070e0b9adc5c8f26f55b5a,drop,-0.8251,no_visible_change,,,,118,0.9915,0.0000,,,-0.0828,0.3842,0.8896,0.0000,0.4338
692eabd54e86f0c01a2072a4,6903686e0e94ce070afd1f24,drop,-0.8643,no_visible_change,,,,100,0.9899,0.0000,,,0.2248,0.9431,0.0692,0.0000,0.2291
692eaaae2c8fefa9948e8ea4,68bc72d1fcdaacc405e3db53,drop,-0.9412,no_visible_change,,,,121,0.9917,0.0000,,,0.9506,0.8272,0.7545,-0.3737,-0.0963
692ea696727c13b350cb7c98,69070e0b9adc5c8f26f55b5a,drop,-0.9751,no_visible_change,jittery+unsteady_camera,,,169,0.9940,0.0000,,,-0.3700,2.1148,1.4729,0.0000,-0.1552
692ef6359ca48e15a25b2a71,69150bf42756853dcad943f2,drop,-1.0685,no_visible_change,poor_image+unsteady_camera,,,137,0.9559,0.0000,,,1.9723,0.4288,1.0698,0.0000,0.0638
692edfb4245e918729006fc8,690362600e94ce070afd1d30,keep,0.9058,,,7,175,177,0.9545,0.2985,2,0.3745,-0.7795,-0.6821,-0.3377,-0.6342,0.1691
692f49135cec8e06f0b2dc9d,690362600e94ce070afd1d30,keep,0.8086,,,0,224,226,0.9956,0.2884,4,0.9961,-0.6339,-0.6232,-0.0151,-0.0844,-0.7944
692f04679ca48e15a25b2b0f,67421681889e906244b520b1,keep,0.7675,,,6,228,230,0.9694,,,,-0.6062,-1.1853,-1.7190,0.0000,-0.9667
692ef6369ca48e15a25b2a80,69150bf42756853dcad943f2,keep,0.7644,,,0,147,149,0.9932,0.4338,4,0.9930,-0.5703,-0.8726,-0.0692,0.4378,-0.1559
692eb29effdc0ca6345c43ce,69070e0b9adc5c8f26f55b5a,keep,0.7616,,,1,89,91,0.9778,0.3575,3,0.9998,-0.0844,-0.9930,-0.1486,0.0000,-0.5986
692ea298727c13b350cb7c27,69150bf42756853dcad943f2,keep,0.7344,,,22,131,134,0.8195,0.2918,2,0.7805,-0.1954,-0.7343,0.0553,0.4872,-0.7149
692ea5e4854d0e0793875b87,6903bd580e94ce070afd33cd,keep,0.6998,,,1,91,93,0.9783,,,,0.2982,-1.5816,-0.2153,-0.5342,-2.2239
692ef634b07e0e30ff1132c8,69036806466be157ec64477f,keep,0.6897,,,4,146,178,0.8023,,,,-1.2321,-0.3945,-0.5323,-0.1693,-1.6863
692eddda4cbe80983737fe0a,690366b20e94ce070afd1e8a,keep,0.6788,,,0,83,87,0.9651,,,,-0.7042,-1.1261,0.0527,-0.2938,-1.7654
692ea943526b2c3ac5f5b4b1,68bc72d1fcdaacc405e3db53,keep,0.6609,,,1,218,227,0.9602,,,,-1.3512,-1.0609,0.0530,-0.1685,-0.8926
692eae3f3b319da763b71bbb,6846f7cf9cdf020d4a37a294,keep,0.6433,,,8,218,223,0.9459,0.4573,1,0.3591,0.0587,-0.7722,-0.3325,-0.3026,0.4232
692ea943526b2c3ac5f5b4ab,68bc72d1fcdaacc405e3db53,keep,0.6223,,,0,153,155,0.9935,,,,-0.9501,-0.9286,-0.6639,-0.0726,-0.8017
692ea8674e7eab2cafd269b6,69038b590e94ce070afd2952,keep,0.6148,,,0,227,231,0.9870,0.3840,0,0.8063,-1.0950,-0.0677,-0.0338,-0.1094,-0.3707
692eb0b1c609aae267b27a3f,6871d82a1aaf88556f0c6041,keep,0.5970,,,0,101,103,0.9902,0.2805,4,0.7672,-0.1745,-0.7989,-0.0164,0.0000,0.0427
692eac1bad0c9ef057d41dab,6903b590466be157ec64580a,keep,0.5878,,,0,165,167,0.9940,,,,-0.4430,-1.1154,-0.1139,-0.2128,-1.4499
692e9ee6b05428c72fb3746f,68696b41314bde44018fa510,keep,0.5810,,,0,141,143,0.9930,,,,-0.9686,-0.9744,-0.3147,0.0000,-0.8377
692ee61fb07e0e30ff1131e9,6846f7cf9cdf020d4a37a294,keep,0.5732,,,0,162,165,0.9878,0.1730,1,0.0975,-0.3725,-1.3321,-0.0465,-0.7063,0.2405
692ea9c21e78e176ba6cf926,6903bd580e94ce070afd33cd,keep,0.5659,,unsteady_camera,0,141,143,0.9930,,,,-0.4981,-1.5027,1.8575,-0.5342,-2.2836
692ee61eb07e0e30ff1131db,6846f7cf9cdf020d4a37a294,keep,0.5572,,,1,137,139,0.9855,0.3403,2,0.2076,0.9253,-1.2443,0.4424,-0.0568,-1.3119
692ea9bcf169106feb26af19,68bc72d1fcdaacc405e3db53,keep,0.5433,,,0,137,139,0.9928,,,,-0.6182,-0.3701,0.0822,-0.3737,-2.0294
692edcc80ba268eb16564939,69038b590e94ce070afd2952,keep,0.5363,,,0,193,200,0.9698,,,,-0.6186,-0.6356,-0.1636,0.4218,-2.1308
692ea5c7d3d807884d4dd760,68bc72d1fcdaacc405e3db53,keep,0.5321,,,1,99,101,0.9800,,,,-1.4428,-0.0019,0.5255,-0.3737,-1.7095
692e9ee6b05428c72fb37477,68696b41314bde44018fa510,keep,0.5317,,,0,147,149,0.9932,0.2750,4,0.6858,-0.8042,-0.5976,0.5266,0.0000,-0.7382
692ead5f3019385fbbf56854,6846f7cf9cdf020d4a37a294,keep,0.5244,,,0,199,201,0.9950,0.5283,1,0.9371,0.3085,-0.0327,0.3347,-0.7063,-0.0943
692eacf699488ff84776f9f1,6846f7cf9cdf020d4a37a294,keep,0.5220,,,6,191,193,0.9635,0.2789,1,0.9129,-0.3890,-0.3593,-0.1258,-0.2395,-0.2607
692eac992c8fefa9948e8eb5,6903b590466be157ec64580a,keep,0.5165,,,0,198,200,0.9950,,,,-0.4099,-1.0103,-0.4953,-0.0075,-0.9822
692ea7529cebf0ec017ddcca,69036806466be157ec64477f,keep,0.5127,,,38,124,126,0.6880,,,,-0.2815,-1.0082,-0.7623,-0.2609,-0.6307
692ea1c6a0e165ab2e42e441,68696b41314bde44018fa510,keep,0.5111,,,0,191,193,0.9948,,,,-0.0640,-1.2573,-0.4480,0.0000,-1.1480
692edef2fbcce321dca74d38,69036806466be157ec64477f,keep,0.5085,,,2,204,207,0.9806,0.3596,1,0.2970,0.0056,-0.4440,-0.5802,-0.4830,-1.3157
692eae53c621d7f4aac3abd0,6846f7cf9cdf020d4a37a294,keep,0.5040,,,0,141,143,0.9930,,,,-0.1567,-1.1536,-0.7069,-0.7063,-0.1491
692eaa56a0e165ab2e42e4f6,690362600e94ce070afd1d30,keep,0.5037,,,0,148,153,0.9737,,,,-0.2026,-1.0500,-0.3783,-0.3120,-0.9569
692edfb4245e918729006fc6,690362600e94ce070afd1d30,keep,0.5005,,,5,212,214,0.9718,,,,-0.4433,-0.6212,-0.3637,-0.4043,-1.1384
692e972a96d2056439f01685,69036806466be157ec64477f,keep,0.4963,,,81,194,196,0.5795,,,,-0.9644,-0.6500,-0.0777,0.0672,-1.0421
692ef15d45175992cd6a0d14,6871d82a1aaf88556f0c6041,keep,0.4941,,,0,105,107,0.9906,,,,-0.7601,-0.8673,-0.1177,0.0000,-0.9002
692ea33695aad87d3e3445c7,6903686e0e94ce070afd1f24,keep,0.4814,,,0,98,100,0.9899,0.3050,2,0.6066,-0.3690,-0.4022,-0.3097,0.0000,-0.2436
692eab64d3d807884d4dd7db,69070e0b9adc5c8f26f55b5a,keep,0.4760,,,0,97,99,0.9898,,,,-0.4938,-0.3114,-0.5645,0.0000,-1.5597
692f04689ca48e15a25b2b1d,67421681889e906244b520b1,keep,0.4715,,,2,229,231,0.9870,,,,0.1550,-1.2847,-1.4326,0.0000,-0.1735
692ea26aaf371a654ce7fd3f,68696b41314bde44018fa510,keep,0.4705,,,0,179,181,0.9944,0.5588,1,0.7350,0.2526,0.0611,-0.3277,0.0000,-0.3134
692ea269af371a654ce7fd34,68696b41314bde44018fa510,keep,0.4642,,,3,175,177,0.9773,,,,-0.6133,-0.8811,-0.2664,0.0000,-0.7415
692ea0eead0c9ef057d41c94,68bc72d1fcdaacc405e3db53,keep,0.4626,,,4,162,164,0.9693,,,,0.3715,-1.3732,-0.0939,-0.3737,-1.2683
692e9d4939719ab57395b80b,6903bd580e94ce070afd33cd,keep,0.4581,,,0,142,162,0.8820,0.3450,4,0.9992,-0.0301,-0.7727,0.0121,0.7499,0.2102
692ea2d5c7cb0e94dc84bb61,69070e0b9adc5c8f26f55b5a,keep,0.4569,,,0,92,94,0.9892,0.2855,1,0.9988,-0.1223,-0.5629,-0.0673,0.0000,0.3054
692eafb0f169106feb26aff0,690cb8f69adc5c8f26f64201,keep,0.4541,,,4,189,196,0.9487,,,,-0.9343,-0.6795,-0.2837,0.0000,-0.4745
692ea942526b2c3ac5f5b4a2,68bc72d1fcdaacc405e3db53,keep,0.4501,,,0,198,200,0.9950,0.2490,1,0.1810,-0.8139,-0.3677,0.7976,0.3678,-0.6666
692e9e50b8797912ff78a767,6903bd580e94ce070afd33cd,keep,0.4477,,,0,178,180,0.9944,0.1809,2,0.4330,-0.7785,-0.0911,-0.1368,-0.5342,-0.0130
692ea3c0ffdc0ca6345c4257,690366b20e94ce070afd1e8a,keep,0.4446,,,30,166,188,0.7273,,,,-0.9485,-1.2078,-0.2477,-0.2938,0.6639
692eac982c8fefa9948e8eb3,6903b590466be157ec64580a,keep,0.4437,,,0,178,180,0.9944,,,,-0.1693,-0.9387,-0.4390,-0.2128,-0.7926
692e9d45ba0400c70689fdc7,6903bd580e94ce070afd33cd,keep,0.4425,,,0,183,200,0.9196,0.2831,2,0.7833,-0.2268,0.4563,-0.0964,-0.3049,0.3731
692ea16b92a31767e35da260,68bc72d1fcdaacc405e3db53,keep,0.4405,,,56,160,162,0.6460,,,,-0.9949,-0.5255,-0.5231,0.3333,-0.6132
692eac1cad0c9ef057d41db1,6903b590466be157ec64580a,keep,0.4395,,,0,186,191,0.9789,,,,-0.4952,-0.9554,0.1554,-0.2128,-0.8433
692efd0345175992cd6a0e34,690362600e94ce070afd1d30,keep,0.4392,,,0,233,235,0.9957,0.3162,1,0.9687,-0.5593,-0.4040,0.4735,0.7866,-0.5296
692ea9bbf169106feb26af16,68bc72d1fcdaacc405e3db53,keep,0.4390,,,0,140,142,0.9929,,,,0.2941,-1.0330,-0.4304,-0.3737,-1.1608
692eb0d1854d0e0793875cb0,68bc72d1fcdaacc405e3db53,keep,0.4375,,,0,181,183,0.9945,,,,-0.9396,0.1790,-0.6763,-0.1883,-1.0574
692eb12274b24813e759768e,6846f7cf9cdf020d4a37a294,keep,0.4374,,,0,144,146,0.9931,,,,-0.7239,-1.0475,-0.0196,-0.3973,0.0125
692ea5eb68228e362d909043,6903b590466be157ec64580a,keep,0.4373,,,0,144,146,0.9931,,,,-0.2760,-1.0426,-0.2322,0.0690,-0.9197
692eeefcef7557106e6c4c56,68bc72d1fcdaacc405e3db53,keep,0.4358,,,0,185,191,0.9737,,,,-0.6747,-0.5407,-0.2487,-0.3737,-0.6048
692eaa89c7cb0e94dc84bc12,6903bd580e94ce070afd33cd,keep,0.4349,,,0,168,174,0.9711,,,,-0.6801,-0.7903,-0.1736,-0.5342,-0.1306
692ed52e245e918729006f38,690362600e94ce070afd1d30,keep,0.4330,,,0,175,177,0.9943,0.2338,3,0.9843,-0.4565,-0.6385,-0.3811,-0.2828,0.3617
692ed530245e918729006f48,690362600e94ce070afd1d30,keep,0.4329,,,0,148,151,0.9867,,,,-0.1085,-0.6368,-0.6575,-0.6342,-0.6207
692eaa5d7641010d04354705,69070e0b9adc5c8f26f55b5a,keep,0.4296,,,2,131,133,0.9773,,,,-0.3563,-0.1192,-0.3286,0.0000,-1.9650
692ed685952b26f4cc71a447,690366b20e94ce070afd1e8a,keep,0.4294,,,13,201,211,0.8952,,,,-0.6532,-0.7924,-0.0375,-0.2938,-0.5062
692eafb6dbc4294a49cc7327,69070e0b9adc5c8f26f55b5a,keep,0.4290,,,0,98,100,0.9899,,,,-0.1477,-0.4531,-0.0769,0.0000,-2.0247
692ed8783f0f0a8706d6b96e,670be6761e62a52f6a35360d,keep,0.4274,,,0,222,224,0.9955,,,,0.0452,-0.8378,-0.8020,0.1984,-1.1991
692e9d4739719ab57395b7fc,6903bd580e94ce070afd33cd,keep,0.4267,,,0,147,149,0.9932,,,,-0.4380,-0.8048,-0.2218,-0.5342,-0.3666
692eae803019385fbbf56869,690366b20e94ce070afd1e8a,keep,0.4263,,,26,188,190,0.8571,0.2515,3,0.0934,-0.6968,-0.2649,-0.1199,-0.2938,0.1559
692e9b37b77ab81b8b41ed23,6903bd580e94ce070afd33cd,keep,0.4231,,,0,157,172,0.9181,,,,-0.6810,-0.7679,-0.1522,-0.5342,-0.1024
692eacf799488ff84776f9fb,6846f7cf9cdf020d4a37a294,keep,0.4222,,,0,168,170,0.9941,,,,-0.6457,-0.6084,-0.8229,0.7413,-0.9928
692e9b36b77ab81b8b41ed1f,6903bd580e94ce070afd33cd,keep,0.4187,,,0,132,134,0.9925,,,,-0.5657,-0.6940,-0.2311,-0.1910,-0.6196
692e9b6868228e362d908f1e,6903bd580e94ce070afd33cd,keep,0.4184,,,0,163,165,0.9939,,,,-0.9090,-0.3787,-0.0247,-0.5342,-0.4385
692ea25bf169106feb26ae09,6871e269bc1991b1a1e463ba,keep,0.4164,,,0,200,202,0.9950,,,,-0.4018,-0.8248,-0.8534,0.6091,-0.8310
692eb12174b24813e759768a,6846f7cf9cdf020d4a37a294,keep,0.4143,,,2,176,178,0.9831,0.4705,2,0.3777,0.6546,-1.2189,0.1753,0.6178,0.2174
692eb12997ffd8ec903402ab,6846f7cf9cdf020d4a37a294,keep,0.4113,,,11,171,173,0.9302,,,,-0.1923,-1.4291,-0.0203,-0.4458,0.0192
692ead1affdc0ca6345c4352,6846f7cf9cdf020d4a37a294,keep,0.4105,,,0,193,195,0.9948,,,,-1.1543,-0.6163,0.1664,-0.0133,-0.3706
692ea02f424dbf22e75ecfcb,6903bd580e94ce070afd33cd,keep,0.4040,,,0,149,155,0.9675,0.2110,1,0.9809,0.3067,-0.9476,-0.1780,0.8083,-0.3095
692ea8a096d2056439f0188e,6903b590466be157ec64580a,keep,0.4019,,,23,172,178,0.8418,,,,-0.1599,-1.1256,-0.3896,-0.2128,-0.2824
692eaa5f7641010d04354714,69070e0b9adc5c8f26f55b5a,keep,0.3990,,,2,98,100,0.9697,0.1943,1,0.9650,-0.5398,-0.2992,-0.5419,0.0000,0.5084
692ea943526b2c3ac5f5b4a5,68bc72d1fcdaacc405e3db53,keep,0.3942,,,0,188,190,0.9947,,,,-0.5061,-0.4489,-0.2857,0.0501,-1.0914
692e9ea5a0e165ab2e42e3dc,6903bd580e94ce070afd33cd,keep,0.3936,,,0,178,180,0.9944,0.2632,2,0.5756,0.3117,-0.4350,0.0880,0.5532,-0.1838
692eb0a41e78e176ba6cf9ce,6846f7cf9cdf020d4a37a294,keep,0.3934,,unsteady_camera,0,180,193,0.9375,0.4689,3,0.9875,-0.2574,-0.4444,1.0710,0.3345,-0.6910
692eac7274b24813e759760a,68bc72d1fcdaacc405e3db53,keep,0.3933,,,0,125,127,0.9921,,,,0.0718,-1.2065,-0.2875,-0.0057,-0.7576
692eac992c8fefa9948e8ebc,6903b590466be157ec64580a,keep,0.3901,,,0,182,184,0.9945,,,,-0.0426,-0.9382,-0.1594,-0.2128,-0.8868
692e94ffaf371a654ce7fbee,6871e269bc1991b1a1e463ba,keep,0.3890,,,0,227,229,0.9956,,,,-0.5681,-0.6935,-0.8224,0.0000,-0.0080
692ea8004e7eab2cafd2699d,690366b20e94ce070afd1e8a,keep,0.3886,,,4,171,174,0.9653,,,,-1.3029,0.2165,-0.5767,-0.2938,-0.2204
