episode_hash,operator,decision,score,reason,flags,trim_start,trim_end,n_frames,act_span,progress_dip,cluster,outlier_p,ax_poor_image,ax_jittery,ax_unsteady_camera,ax_hesitant,ax_incomplete
692eafb1f169106feb26aff5,690cb8f69adc5c8f26f64201,keep,0.1397,,,0,164,167,0.9880,,,,-0.5353,0.0065,0.1467,0.0000,-0.3312
692e9cb53b319da763b7198e,6903bd580e94ce070afd33cd,keep,0.1393,,,0,174,190,0.9206,,,,-0.4267,-0.4809,-0.1192,0.4317,0.0736
692eaf0a854d0e0793875c6c,6871d82a1aaf88556f0c6041,keep,0.1390,,,0,106,108,0.9907,,,,-0.1415,-0.3703,-0.1687,0.0000,-0.0363
692eac0a96d2056439f01904,6871d82a1aaf88556f0c6041,keep,0.1386,,,1,102,104,0.9806,,,,-0.1752,-0.1254,0.1768,0.0000,-0.6962
692e99de6974927fef249bd1,69150bf42756853dcad943f2,keep,0.1379,,,0,112,114,0.9912,,,,-0.5276,0.0792,0.9697,0.0000,-1.2624
692ea6d199488ff84776f955,69070e0b9adc5c8f26f55b5a,keep,0.1373,,,6,118,120,0.9412,,,,-0.3091,-0.3034,-0.2025,0.0000,0.1598
692ead1affdc0ca6345c4350,6846f7cf9cdf020d4a37a294,keep,0.1371,,,8,184,186,0.9514,,,,-0.5496,-0.1877,0.0115,0.2905,-0.1560
692e93dd567c97525f40134d,6871d82a1aaf88556f0c6041,keep,0.1371,,,0,100,102,0.9901,,,,0.1416,-0.7157,0.2809,0.0000,-0.3795
692e99e7ba0400c70689fd48,68696b41314bde44018fa510,keep,0.1367,,unsteady_camera,0,162,164,0.9939,,,,-0.7331,-0.1532,1.0519,0.0000,-0.6790
692eac4b5aae241ad236ee08,6903bd580e94ce070afd33cd,keep,0.1362,,,38,176,186,0.7459,,,,-0.2510,-0.6583,-0.2657,-0.0408,0.7169
692ea72792a31767e35da328,69038b590e94ce070afd2952,keep,0.1361,,,5,211,227,0.9115,,,,-0.3860,-0.1460,-0.2104,-0.1717,0.2275
692eaee439719ab57395b980,6903bd580e94ce070afd33cd,keep,0.1359,,,3,143,157,0.8974,,,,0.2228,-0.4411,-0.1090,-0.5342,0.0192
692ea22db0d3d3c9d26069ab,68bc72d1fcdaacc405e3db53,keep,0.1357,,,0,148,150,0.9933,,,,0.3290,-0.2921,-0.5252,0.0791,-0.5589
692eae0597ffd8ec90340265,6846f7cf9cdf020d4a37a294,keep,0.1351,,,30,200,207,0.8252,,,,-0.6688,-0.0855,-0.2669,-0.4638,0.9166
692e9a582fa9ba56c08f8041,6903686e0e94ce070afd1f24,keep,0.1350,,,0,96,98,0.9897,,,,0.0103,-0.5854,-0.3406,0.7968,-0.5385
692e9e1eb0d3d3c9d2606920,6846f7cf9cdf020d4a37a294,keep,0.1348,,,1,174,178,0.9774,,,,-0.1558,-1.0147,-0.3294,0.8710,0.2707
692ea53c7641010d043546ea,6871d82a1aaf88556f0c6041,keep,0.1346,,,0,92,94,0.9892,,,,0.3478,-0.7138,0.0120,0.0000,-0.4053
692eb0513019385fbbf56890,69070e0b9adc5c8f26f55b5a,keep,0.1344,,,0,172,174,0.9942,,,,-0.6549,-0.1146,0.0112,0.4112,-0.2093
692f04689ca48e15a25b2b1c,67421681889e906244b520b1,keep,0.1343,,hesitant,0,180,182,0.9945,,,,-0.2103,-0.2965,0.1520,1.2299,-1.5621
692ea8a096d2056439f01883,6903b590466be157ec64580a,keep,0.1340,,,1,200,202,0.9900,0.1184,3,0.9550,0.2235,-0.6979,-0.2991,-0.2128,-0.1186
692eb1465aae241ad236ee6f,68bc72d1fcdaacc405e3db53,keep,0.1340,,,4,141,143,0.9648,,,,0.1974,-0.1875,-0.2169,-0.3737,-0.3620
692ea2d4c7cb0e94dc84bb55,69070e0b9adc5c8f26f55b5a,keep,0.1335,,,0,99,101,0.9900,,,,-0.2883,-0.8008,0.5539,0.0000,0.1451
692eac0839719ab57395b972,6903b590466be157ec64580a,keep,0.1335,,,0,184,186,0.9946,,,,-0.2262,-0.0051,-0.3911,0.0081,-0.2043
692ead1bffdc0ca6345c435a,6846f7cf9cdf020d4a37a294,keep,0.1333,,,2,172,177,0.9659,,,,-0.4430,-0.0263,-0.0101,-0.4225,0.2034
692ea670dbc4294a49cc7273,6871e269bc1991b1a1e463ba,keep,0.1332,,,0,181,183,0.9945,,,,-0.1358,-0.6373,0.3198,0.0000,-0.0922
692ea8f4c621d7f4aac3ab7d,6903b590466be157ec64580a,keep,0.1330,,,3,236,239,0.9790,,,,0.0887,-0.6468,-0.3348,-0.2128,0.4538
692eb0819cebf0ec017dddca,69070e0b9adc5c8f26f55b5a,keep,0.1323,,,0,133,141,0.9500,,,,-0.0646,-0.6908,-0.0510,0.0000,0.2578
692eae7f3019385fbbf56861,690366b20e94ce070afd1e8a,keep,0.1323,,,22,197,200,0.8794,,,,-0.6313,0.3205,0.1024,0.0465,-0.6089
692eb12997ffd8ec903402a5,6846f7cf9cdf020d4a37a294,keep,0.1323,,,12,158,169,0.8690,,,,0.3670,-1.1111,-0.0764,-0.1728,0.4396
692eac7474b24813e759761f,68bc72d1fcdaacc405e3db53,keep,0.1322,,,46,167,169,0.7202,,,,-0.4636,-0.1902,-0.1974,-0.3737,0.6262
692ea16696d2056439f017e9,6903686e0e94ce070afd1f24,keep,0.1321,,,0,90,92,0.9890,,,,-0.3133,-0.6448,-0.0566,0.0000,0.5689
692ea72792a31767e35da32b,69038b590e94ce070afd2952,keep,0.1318,,,8,208,227,0.8850,0.2608,2,0.4242,-0.4338,-0.4583,0.1801,0.9953,0.4085
692eac2aaec602a46af1064f,6903686e0e94ce070afd1f24,keep,0.1315,,,8,99,101,0.9100,,,,-0.3382,-0.0739,-0.1516,0.0000,-0.1506
692eb227b77ab81b8b41ef8d,6903686e0e94ce070afd1f24,keep,0.1314,,,0,95,97,0.9896,,,,-0.4982,-0.4353,0.0811,0.0000,0.3995
692e9a5a9cebf0ec017ddb3e,6904b8d0466be157ec648ef1,keep,0.1313,,,0,169,174,0.9769,,,,-0.7807,0.0290,-0.0910,0.6566,-0.3570
692e99e7ba0400c70689fd42,68696b41314bde44018fa510,keep,0.1310,,hesitant,3,154,156,0.9742,,,,-0.2860,-0.3010,-0.2233,1.1390,-0.9519
692eae0597ffd8ec9034025e,6846f7cf9cdf020d4a37a294,keep,0.1309,,,0,212,214,0.9953,,,,-0.2610,-0.3226,-0.0461,0.2077,-0.2024
692eb108567c97525f4015ef,6846f7cf9cdf020d4a37a294,keep,0.1305,,incomplete,35,216,236,0.7702,0.2369,1,0.9975,-0.0344,-0.1298,-0.1126,-0.3249,1.4029
692e977c74b24813e75973fc,69150bf42756853dcad943f2,keep,0.1301,,,6,130,132,0.9466,,,,-0.2846,-0.3954,-0.3431,0.0000,0.4527
692eac7574b24813e7597629,68bc72d1fcdaacc405e3db53,keep,0.1299,,,0,155,157,0.9936,,,,-0.0589,-0.0120,-0.1299,-0.3737,-0.2992
692eb1efd52427f961fa1680,69070e0b9adc5c8f26f55b5a,keep,0.1298,,,1,120,122,0.9835,,,,-0.6134,-0.2289,0.4453,0.0000,-0.0905
692eac87eee2f8cb10d0f8a2,6903b590466be157ec64580a,keep,0.1298,,,2,167,169,0.9821,,,,-0.2761,0.1622,-0.6547,-0.2128,0.1297
692f04b55cec8e06f0b2dbc8,69070e0b9adc5c8f26f55b5a,keep,0.1298,,,15,182,184,0.9126,,,,-0.4477,-0.5974,-0.2264,0.0000,0.8855
692e98f040338017b7f997d9,6871d82a1aaf88556f0c6041,keep,0.1294,,,0,97,99,0.9898,,,,0.0453,-0.0627,-0.2822,0.0000,-0.5978
692ea6393b319da763b71ad0,69070e0b9adc5c8f26f55b5a,keep,0.1293,,,6,108,110,0.9358,,,,-0.3609,-0.4360,0.4669,0.0000,-0.1768
692ea63a3b319da763b71ad8,69070e0b9adc5c8f26f55b5a,keep,0.1291,,,5,101,103,0.9412,,,,-0.2894,0.0554,-0.0085,0.0000,-0.5444
692eada5c609aae267b279e1,690cb8f69adc5c8f26f64201,keep,0.1286,,,6,203,208,0.9517,,,,-1.5033,-0.4233,0.5079,0.9038,0.5782
692ea2d5c7cb0e94dc84bb63,69070e0b9adc5c8f26f55b5a,keep,0.1282,,,8,93,95,0.9043,,,,-0.3489,-0.7142,0.3945,0.0000,0.3027
692e9ab9d3d807884d4dd621,69150bf42756853dcad943f2,keep,0.1282,,,0,117,119,0.9915,,,,-0.8099,0.2742,0.3714,0.0000,-0.4651
692ea5ffea43f09edf26f591,6846f7cf9cdf020d4a37a294,keep,0.1280,,,0,193,195,0.9948,,,,-0.7013,0.3250,0.4761,-0.4488,-0.3588
692eaf5374b24813e7597664,6846f7cf9cdf020d4a37a294,keep,0.1279,,unsteady_camera,6,218,223,0.9550,0.5267,2,0.0346,0.3650,0.5355,1.4103,-0.7063,0.0306
692ed3f8f2e4e72c033b996d,6871e269bc1991b1a1e463ba,keep,0.1278,,,2,185,187,0.9839,,,,-0.0560,-0.1947,-0.4861,0.0000,-0.0324
692eb1f0d52427f961fa168b,69070e0b9adc5c8f26f55b5a,keep,0.1277,,,0,88,90,0.9888,,,,-0.1431,-0.4340,-0.1066,0.0000,0.0784
692ea5f4eee2f8cb10d0f7dc,69150bf42756853dcad943f2,keep,0.1277,,,1,124,126,0.9840,,,,-0.0137,-0.7610,0.2447,0.0000,0.0237
692ed52e245e918729006f36,690362600e94ce070afd1d30,keep,0.1274,,,0,209,218,0.9631,,,,-0.1595,-0.4329,0.0397,-0.1828,0.1402
692e9b441e78e176ba6cf7a5,6903bd580e94ce070afd33cd,keep,0.1270,,,0,236,238,0.9958,,,,-0.7827,0.2609,-0.0063,0.0945,-0.1946
692eac2daec602a46af1066b,6903686e0e94ce070afd1f24,keep,0.1268,,poor_image,0,96,98,0.9897,0.2917,1,0.0676,1.2849,0.5317,-0.1794,0.0000,-0.5020
692eab4568bf0a1f462305a7,6904b8d0466be157ec648ef1,keep,0.1266,,,0,163,165,0.9939,,,,-0.3131,-0.4699,-0.1038,0.6926,-0.3007
692eac7474b24813e759761b,68bc72d1fcdaacc405e3db53,keep,0.1264,,,1,196,198,0.9898,,,,0.2245,-0.1042,-0.5490,-0.3737,-0.1425
692eaa89c7cb0e94dc84bc13,6903bd580e94ce070afd33cd,keep,0.1263,,,0,162,166,0.9818,,,,-0.2046,0.0965,-0.0293,-0.5342,-0.1585
692eaf7668228e362d90914d,6903bd580e94ce070afd33cd,keep,0.1261,,,0,142,165,0.8659,,,,0.5276,-0.8165,-0.3202,-0.2559,0.1269
692e9f65727c13b350cb7bc0,69150bf42756853dcad943f2,keep,0.1259,,,3,143,146,0.9655,,,,-1.0266,0.4603,0.2299,0.0000,-0.2616
692e9ee6b05428c72fb3747a,68696b41314bde44018fa510,keep,0.1256,,,0,141,143,0.9930,,,,-0.6276,-0.1432,0.3342,0.0000,-0.0570
692ea8fb727c13b350cb7cba,6903bd580e94ce070afd33cd,keep,0.1256,,,0,163,165,0.9939,,,,-0.0944,-0.1912,0.1354,-0.2190,-0.3669
692e977874b24813e75973ea,6871e269bc1991b1a1e463ba,keep,0.1256,,,0,178,180,0.9944,,,,-0.2918,-0.1029,-0.2657,0.6018,-0.6231
692ef1f5245e9187290070fb,6846f7cf9cdf020d4a37a294,keep,0.1255,,,28,147,149,0.8041,,,,0.1606,-0.1870,-0.5721,-0.7063,0.4398
692e9d4939719ab57395b80c,6903bd580e94ce070afd33cd,keep,0.1250,,,0,173,201,0.8650,,,,-0.8043,-0.2646,-0.1255,0.3786,0.4748
692ea97dea43f09edf26f608,6903686e0e94ce070afd1f24,keep,0.1250,,,0,101,103,0.9902,,,,-0.0412,-0.0070,0.0303,0.0000,-0.8328
692e974aba0400c70689fd08,69150bf42756853dcad943f2,keep,0.1249,,,0,104,106,0.9905,,,,0.4456,-0.4651,0.1711,0.0000,-1.0161
692e98ad5aae241ad236ec01,6871d82a1aaf88556f0c6041,keep,0.1249,,,0,108,110,0.9908,,,,0.0817,-0.1291,-0.2920,0.0000,-0.5112
692ef1f8245e918729007110,6846f7cf9cdf020d4a37a294,keep,0.1247,,,0,186,189,0.9894,,,,-0.6836,0.0145,0.6306,-0.4406,-0.0593
692eaa172fa9ba56c08f81b7,69150bf42756853dcad943f2,keep,0.1243,,incomplete,36,125,127,0.7063,,,,-0.6872,-0.5082,-0.1811,0.0000,1.1044
692ea298727c13b350cb7c2e,69150bf42756853dcad943f2,keep,0.1242,,,1,142,144,0.9860,,,,0.9794,-0.7993,-0.0654,0.0000,-1.0745
692ea5c8d3d807884d4dd766,68bc72d1fcdaacc405e3db53,keep,0.1237,,,0,212,214,0.9953,,,,-0.5136,0.5237,-0.1810,0.4181,-1.1183
692ea4e492a31767e35da2fa,690366b20e94ce070afd1e8a,keep,0.1236,,,6,182,188,0.9412,,,,-0.7563,0.3907,0.0489,-0.2938,-0.0717
692eaa75dfa4113987776a52,6871e269bc1991b1a1e463ba,keep,0.1235,,hesitant,0,199,203,0.9851,,,,-0.5454,-0.7650,-0.0981,1.0665,0.1325
692ea51da0e165ab2e42e481,6871d6cd07c5fd75be83e337,keep,0.1233,,,97,233,235,0.5812,,,,-0.1580,-1.1358,-0.2561,0.9154,0.4185
692eab3497ffd8ec90340215,69070e0b9adc5c8f26f55b5a,keep,0.1232,,,0,103,105,0.9904,,,,-0.5257,-0.3487,0.0616,0.0000,0.3873
692ef6030ba268eb16564b09,6903bd580e94ce070afd33cd,keep,0.1231,,,3,169,184,0.9071,,,,-0.4674,-0.3467,-0.2525,0.3131,0.2989
692ea9baf169106feb26af0d,68bc72d1fcdaacc405e3db53,keep,0.1230,,,48,196,199,0.7475,,,,0.2655,-0.9511,-0.0966,-0.3737,0.6375
692ea5b4dbc4294a49cc7260,690362600e94ce070afd1d30,keep,0.1223,,,0,235,237,0.9958,,,,-0.3069,-0.2246,-0.0999,-0.3721,0.4136
692eae813019385fbbf5686d,690366b20e94ce070afd1e8a,keep,0.1220,,,21,204,206,0.8927,,,,0.1896,-0.6559,0.1208,-0.2938,0.0183
692e9f65727c13b350cb7bba,69150bf42756853dcad943f2,keep,0.1218,,incomplete,36,118,120,0.6891,,,,-0.3658,-0.9126,-0.1451,0.0000,1.2098
692ed52e245e918729006f34,690362600e94ce070afd1d30,keep,0.1218,,,0,211,224,0.9462,,,,-0.1242,-0.4215,-0.0386,0.3020,-0.2973
692eac0a96d2056439f01912,6871d82a1aaf88556f0c6041,keep,0.1216,,,0,104,106,0.9905,,,,0.0747,-0.0197,-0.4226,0.0000,-0.5108
692ed3f7f2e4e72c033b996a,6871e269bc1991b1a1e463ba,keep,0.1215,,,0,175,177,0.9943,,,,-0.0792,-0.0727,-0.0929,0.0000,-0.5296
692ea773b77ab81b8b41ee87,6846f7cf9cdf020d4a37a294,keep,0.1214,,,11,187,199,0.8889,,,,-0.2867,-0.9297,0.7187,-0.4540,0.7103
692eae3e3b319da763b71bb3,6846f7cf9cdf020d4a37a294,keep,0.1213,,,4,233,235,0.9786,,,,-0.2060,-0.5279,-0.1131,0.4648,-0.1002
692e9fa292a31767e35da233,69150bf42756853dcad943f2,keep,0.1213,,,0,151,153,0.9934,,,,-0.4084,0.3595,-0.1335,0.0000,-0.6421
692ea16a92a31767e35da25e,68bc72d1fcdaacc405e3db53,keep,0.1209,,,62,149,151,0.5800,,,,-1.1850,0.2660,0.2775,-0.3737,0.6283
692ea1c5a0e165ab2e42e438,68696b41314bde44018fa510,keep,0.1207,,,0,185,187,0.9946,,,,-0.3453,0.1438,-0.6211,0.0000,0.0787
692eb109567c97525f4015f4,6846f7cf9cdf020d4a37a294,keep,0.1202,,,0,225,227,0.9956,,,,-0.5913,0.5315,0.1289,-0.7063,-0.1740
692ea162e2322e3b092b5dce,6871d82a1aaf88556f0c6041,keep,0.1196,,unsteady_camera,0,103,108,0.9626,,,,-0.0724,-1.2915,1.4794,0.0000,-0.2705
692eae403b319da763b71bc5,6846f7cf9cdf020d4a37a294,keep,0.1195,,,4,166,168,0.9701,,,,-0.0966,-0.8305,-0.3643,0.7279,0.1905
692eac0892a31767e35da399,6846f7cf9cdf020d4a37a294,keep,0.1192,,,2,213,215,0.9860,,,,0.1267,-0.4513,0.1082,-0.0300,-0.4257
692ea5367641010d043546c9,6871d82a1aaf88556f0c6041,keep,0.1185,,,0,96,98,0.9897,,,,-0.3935,-0.4549,-0.0711,0.0000,0.5144
692ea97cea43f09edf26f604,6903686e0e94ce070afd1f24,keep,0.1183,,,1,100,102,0.9802,,,,-0.2140,-0.1018,-0.1396,0.7652,-0.9800
692ea4e492a31767e35da2f7,690366b20e94ce070afd1e8a,keep,0.1183,,incomplete,87,189,206,0.4976,,,,-0.6216,-0.3308,-0.4511,-0.2938,1.3455
692ea8fb727c13b350cb7cc3,6903bd580e94ce070afd33cd,keep,0.1181,,,0,139,162,0.8634,,,,-0.0594,-0.8305,-0.0472,0.3538,0.2013
692ea4e392a31767e35da2f0,690366b20e94ce070afd1e8a,keep,0.1180,,incomplete,12,107,187,0.5108,,,,-1.0946,-0.2114,-0.2643,0.1069,1.2903
692eaa56a0e165ab2e42e4f8,690362600e94ce070afd1d30,keep,0.1178,,,0,197,214,0.9249,,,,0.0989,-0.5385,-0.3712,0.2369,-0.0311
692ee61eb07e0e30ff1131da,6846f7cf9cdf020d4a37a294,keep,0.1176,,,0,192,204,0.9458,,,,-0.2804,-0.3634,-0.2779,0.0320,0.3884
692eb0819cebf0ec017dddc6,69070e0b9adc5c8f26f55b5a,keep,0.1175,,,2,145,148,0.9728,,,,-0.0788,-0.4894,0.0361,0.0000,-0.0059
692ea9bc95aad87d3e344667,6903686e0e94ce070afd1f24,keep,0.1171,,,11,149,151,0.9200,,,,-0.8086,-0.1447,-0.1350,0.5153,0.2297
692e9858af371a654ce7fc41,690cb8f69adc5c8f26f64201,keep,0.1171,,,1,204,206,0.9902,,,,-0.3331,0.3196,-0.1640,0.0000,-0.6354
692e98f040338017b7f997d7,6871d82a1aaf88556f0c6041,keep,0.1170,,,0,97,99,0.9898,,,,0.1835,0.1699,-0.5146,0.0000,-0.8343
692e9d3ea0e165ab2e42e3cc,6903686e0e94ce070afd1f24,keep,0.1168,,,5,106,108,0.9439,,,,-0.2915,-0.5240,-0.2259,0.0000,0.6313
692eaf7768228e362d90915e,6903bd580e94ce070afd33cd,keep,0.1167,,,0,175,193,0.9115,,,,0.3590,-0.6343,-0.0169,-0.5342,0.1470
692ea5f5eee2f8cb10d0f7e4,69150bf42756853dcad943f2,keep,0.1166,,,0,119,121,0.9917,,,,0.0804,-0.6237,-0.0009,0.0000,-0.0007
692ef71fb07e0e30ff1132ec,6904b8d0466be157ec648ef1,keep,0.1165,,,0,235,237,0.9958,,,,-0.3775,0.1203,0.0158,0.0000,-0.4457
692eaa836974927fef249cfa,6903b590466be157ec64580a,keep,0.1162,,,0,166,168,0.9940,,,,-0.2760,-0.5181,0.4425,0.6550,-0.7198
692eb00f1e78e176ba6cf9b1,6846f7cf9cdf020d4a37a294,keep,0.1162,,,0,184,186,0.9946,,,,-0.1155,0.2193,-0.2852,-0.7063,0.0224
692e9b2daf371a654ce7fc97,6903bd580e94ce070afd33cd,keep,0.1160,,,0,127,146,0.8759,,,,0.2320,-0.6222,-0.0032,-0.5342,0.3104
692ea4d33b319da763b71ab2,69150bf42756853dcad943f2,keep,0.1160,,,1,157,159,0.9873,,,,0.1338,-0.8052,0.0193,0.0000,0.1761
692e9ee6b05428c72fb3746e,68696b41314bde44018fa510,keep,0.1159,,hesitant,0,139,141,0.9929,,,,-0.7264,-0.9090,-0.4664,2.0000,0.1078
692ef7cb0ba268eb16564b27,68bdae5d259c8771eea61c1b,keep,0.1158,,,18,209,218,0.8802,,,,0.0417,-0.3843,-0.1001,-0.4357,0.2391
692eae813019385fbbf56872,690366b20e94ce070afd1e8a,keep,0.1157,,,70,198,200,0.6432,,,,-0.1412,-0.7624,-0.3075,0.0808,0.7721
692eabd2d52427f961fa15d8,6903686e0e94ce070afd1f24,keep,0.1149,,,4,113,115,0.9561,,,,-0.2243,0.2242,-0.1487,0.0000,-0.6559
692eaed1ffdc0ca6345c437e,6903bd580e94ce070afd33cd,keep,0.1148,,,5,196,198,0.9695,,,,-1.0314,0.5036,-0.0308,-0.0709,0.0899
692ea9c21e78e176ba6cf927,6903bd580e94ce070afd33cd,keep,0.1144,,,3,161,191,0.8316,,,,-0.3352,-0.4899,-0.0537,0.1864,0.3040
692ea7ff4e7eab2cafd26995,690366b20e94ce070afd1e8a,keep,0.1143,,,1,162,165,0.9817,,,,-0.6123,0.0886,-0.1898,0.5735,-0.3982
692ea1c4a0e165ab2e42e431,68696b41314bde44018fa510,keep,0.1139,,,0,178,180,0.9944,,,,-0.2475,0.0993,0.0149,0.0000,-0.5899
692e9b2aaf371a654ce7fc80,6903bd580e94ce070afd33cd,keep,0.1137,,,1,141,162,0.8696,,,,-0.1874,-0.6272,-0.1380,0.1079,0.4563
692eaa637641010d0435472b,69070e0b9adc5c8f26f55b5a,keep,0.1137,,,0,103,105,0.9904,,,,-0.4056,0.0903,-0.0700,0.0000,-0.2527
692eaa162fa9ba56c08f81b4,69150bf42756853dcad943f2,keep,0.1135,,,0,117,119,0.9915,,,,0.7402,-0.9328,0.1721,0.0000,-0.6777
692ea908af371a654ce7fde1,69038b590e94ce070afd2952,keep,0.1132,,,22,168,192,0.7644,,,,0.4758,-0.4037,-0.2629,-0.5144,-0.1233
692ea95fc609aae267b27990,690364170e94ce070afd1da5,keep,0.1131,,poor_image,2,225,227,0.9867,,,,1.0132,-0.6868,-0.4523,-0.3747,-0.4546
692ef4ea4215b056bf36e8b1,69150bf42756853dcad943f2,keep,0.1128,,,1,98,107,0.9151,,,,-0.1053,-0.5907,0.0244,0.0000,0.2300
692ed530245e918729006f46,690362600e94ce070afd1d30,keep,0.1123,,,0,117,136,0.8667,,,,-0.1820,-0.8597,-0.1878,0.8169,0.1479
692eaee439719ab57395b981,6903bd580e94ce070afd33cd,keep,0.1121,,,16,168,170,0.8994,,,,-0.4142,0.0501,-0.2025,-0.2641,0.2283
692ef6369ca48e15a25b2a7d,69150bf42756853dcad943f2,keep,0.1120,,incomplete,33,117,119,0.7119,,,,-0.7193,-0.3379,-0.2312,0.0000,1.0330
692ef1f6245e918729007102,6846f7cf9cdf020d4a37a294,keep,0.1114,,,8,153,155,0.9416,,,,-0.3943,-0.0528,-0.2981,0.2001,-0.0114
692ea4d33b319da763b71ab3,69150bf42756853dcad943f2,keep,0.1114,,,46,171,173,0.7267,,,,-0.2389,-0.6478,0.1653,0.0000,0.3852
692eaf7568228e362d90914c,6903bd580e94ce070afd33cd,keep,0.1110,,,29,160,164,0.8037,,,,-0.1694,-0.2602,-0.1864,-0.5342,0.5878
692eace31e78e176ba6cf959,6903bd580e94ce070afd33cd,keep,0.1108,,,8,176,178,0.9492,,,,0.1006,-0.0669,0.2226,-0.5342,-0.5149
692ea4abc609aae267b278f3,68696b41314bde44018fa510,keep,0.1106,,incomplete,11,145,147,0.9178,,,,-0.0785,-1.0255,-0.5828,0.0000,1.4644
692eaaa4dbc4294a49cc72c4,69070e0b9adc5c8f26f55b5a,keep,0.1105,,,4,143,145,0.9653,,,,0.0565,-0.9829,0.2328,0.0000,0.3835
692e9d97d3d807884d4dd665,6903686e0e94ce070afd1f24,keep,0.1103,,,8,104,107,0.9057,,,,-0.1123,-0.2070,0.0282,0.0000,-0.3216
692e9a32ba0400c70689fd61,68696b41314bde44018fa510,keep,0.1097,,,0,171,173,0.9942,,,,0.0877,-0.4928,0.7936,0.0000,-0.9538
692e9857af371a654ce7fc3b,690cb8f69adc5c8f26f64201,keep,0.1097,,,0,195,197,0.9949,,,,-0.1459,0.5008,-0.2424,0.0000,-1.0577
692e9f65727c13b350cb7bb7,69150bf42756853dcad943f2,keep,0.1089,,,0,108,110,0.9908,,,,0.3473,-0.7586,0.1221,0.0000,-0.2674
692eafd8eee2f8cb10d0f8ec,6846f7cf9cdf020d4a37a294,keep,0.1085,,,1,147,149,0.9865,,,,-0.3058,0.3416,0.0624,-0.0312,-0.8444
692eb0a31e78e176ba6cf9c8,6846f7cf9cdf020d4a37a294,keep,0.1085,,,0,209,212,0.9905,,,,-0.1890,-0.1221,0.5492,-0.7063,-0.1358
692ea8135cd6df8b6023ca3d,69038b590e94ce070afd2952,keep,0.1082,,,3,264,266,0.9849,,,,-0.0197,0.0992,0.3567,-0.5144,-0.7190
692eaa04c7cb0e94dc84bbeb,68bc72d1fcdaacc405e3db53,keep,0.1081,,,0,119,156,0.7677,,,,-0.3522,0.1008,0.3987,0.1430,-0.9212
692eaee539719ab57395b98a,6903bd580e94ce070afd33cd,keep,0.1078,,,1,160,162,0.9876,,,,0.6560,-0.8405,-0.3201,0.0327,-0.1907
692ee61eb07e0e30ff1131d7,6846f7cf9cdf020d4a37a294,keep,0.1078,,,6,155,175,0.8563,,,,0.3032,-0.8822,0.0654,-0.4488,0.4970
692ea601ea43f09edf26f5a9,6846f7cf9cdf020d4a37a294,keep,0.1077,,jittery,0,173,175,0.9943,,,,-0.1138,1.3607,-0.1284,-0.7063,-1.7894
692eaa75dfa4113987776a50,6871e269bc1991b1a1e463ba,keep,0.1077,,hesitant,0,176,179,0.9888,,,,-0.2178,-1.2080,-0.0608,1.5542,-0.1084
692ea6393b319da763b71acc,69070e0b9adc5c8f26f55b5a,keep,0.1072,,,14,107,109,0.8611,,,,-0.0075,-0.4058,-0.1025,0.0000,-0.0282
692ea25bf169106feb26ae05,6871e269bc1991b1a1e463ba,keep,0.1072,,,0,203,207,0.9854,,,,-0.2868,-0.3821,0.1849,0.0000,0.0681
692f49135cec8e06f0b2dc99,690362600e94ce070afd1d30,keep,0.1072,,,0,214,219,0.9817,,,,0.2979,-0.0768,-0.4339,-0.6342,-0.0138
692ea1ebb0d3d3c9d2606972,6903686e0e94ce070afd1f24,keep,0.1068,,,0,100,102,0.9901,,,,-0.3361,-0.1071,-0.3372,0.0000,0.2544
692ea306dbc4294a49cc7220,6871d82a1aaf88556f0c6041,keep,0.1065,,,0,109,111,0.9909,,,,-0.0355,-0.6709,0.3926,0.0000,-0.0784
692ee61db07e0e30ff1131d2,6846f7cf9cdf020d4a37a294,keep,0.1065,,,8,185,189,0.9415,,,,0.2847,-0.8245,-0.2262,0.0635,0.2272
692e9a582fa9ba56c08f803e,6903686e0e94ce070afd1f24,keep,0.1064,,,6,96,98,0.9278,,,,-0.5908,-0.3001,0.2073,0.0000,0.3842
692ef15e45175992cd6a0d19,6871d82a1aaf88556f0c6041,keep,0.1064,,hesitant,0,98,103,0.9608,,,,-0.3065,-1.2578,-0.4027,1.4276,0.5770
692ea4e592a31767e35da300,690366b20e94ce070afd1e8a,keep,0.1056,,,5,188,191,0.9632,,,,-0.2368,0.0804,-0.3738,0.0626,-0.1931
692e9ab8d3d807884d4dd614,69150bf42756853dcad943f2,keep,0.1055,,,4,113,117,0.9397,,,,-0.3289,-0.3834,0.0435,0.0000,0.2862
692eafaff169106feb26afe4,690cb8f69adc5c8f26f64201,keep,0.1054,,,0,207,218,0.9539,0.1168,2,0.9657,0.1454,-0.2456,-0.1502,0.0000,0.3021
692eb119b8797912ff78a924,6904b8d0466be157ec648ef1,keep,0.1051,,,0,174,176,0.9943,,,,-0.8302,0.0063,0.0723,0.2192,0.2089
692eb1333b319da763b71c16,6903686e0e94ce070afd1f24,keep,0.1047,,,0,111,113,0.9911,,,,-0.1997,-0.5019,-0.2132,0.0000,0.5326
692e9b6768228e362d908f15,6903bd580e94ce070afd33cd,keep,0.1046,,,14,161,164,0.9018,,,,-0.3994,-0.3692,-0.1032,0.3429,0.1809
